timestamp,odometer_miles
2025-05-01T04:58:17.882890,6922.042478
2025-05-01T04:58:48.176058,6922.042478
2025-05-01T04:59:18.845884,6922.042478
2025-05-01T04:59:49.616657,6922.042478
2025-05-01T05:00:20.445835,6922.042478
2025-05-01T05:00:52.592054,6922.042478
2025-05-01T05:01:24.251185,6922.042478
2025-05-01T05:01:54.629449,6922.042478
2025-05-01T05:02:25.193789,6922.077274
2025-05-01T05:02:55.547440,6922.173587
2025-05-01T05:03:27.138132,6922.422135
2025-05-01T05:03:57.851818,6923.025487
2025-05-01T05:04:28.727540,6923.664878
2025-05-01T05:04:58.985583,6924.283142
2025-05-01T05:05:29.537185,6924.901407
2025-05-01T05:05:59.915343,6925.468097
2025-05-01T05:06:30.123929,6926.024224
2025-05-01T05:07:00.402476,6926.550526
2025-05-01T05:07:30.723679,6927.212286
2025-05-01T05:08:01.067811,6927.867833
2025-05-01T05:08:31.414894,6928.514059
2025-05-01T05:09:01.797993,6929.196946
2025-05-01T05:09:32.926976,6929.848143
2025-05-01T05:10:04.121402,6930.451494
2025-05-01T05:10:34.670472,6931.06106
2025-05-01T05:11:04.938051,6931.647013
2025-05-01T05:11:35.424180,6932.255335
2025-05-01T05:12:05.660898,6932.871735
2025-05-01T05:12:36.246723,6933.446504
2025-05-01T05:13:06.475806,6934.049855
2025-05-01T05:13:37.677866,6934.630216
2025-05-01T05:14:07.928438,6935.233567
2025-05-01T05:14:38.637467,6935.833812
2025-05-01T05:15:08.920029,6936.441513
2025-05-01T05:15:39.117843,6937.060399
2025-05-01T05:16:09.378613,6937.679284
2025-05-01T05:16:39.680432,6938.274558
2025-05-01T05:17:09.924582,6938.793403
2025-05-01T05:17:41.158392,6939.370036
2025-05-01T05:18:11.593118,6939.949775
2025-05-01T05:18:42.033600,6940.486018
2025-05-01T05:19:13.033608,6941.046495
2025-05-01T05:19:43.663015,6941.618157
2025-05-01T05:20:14.139595,6942.19976
2025-05-01T05:20:44.735498,6942.783849
2025-05-01T05:21:14.993542,6943.313879
2025-05-01T05:21:47.236307,6943.859443
2025-05-01T05:22:17.461746,6944.42924
2025-05-01T05:22:48.114310,6944.97294
2025-05-01T05:23:18.322434,6945.504834
2025-05-01T05:23:48.961713,6946.057854
2025-05-01T05:24:19.399848,6946.576078
2025-05-01T05:24:50.739158,6947.185643
2025-05-01T05:25:21.712881,6947.756683
2025-05-01T05:25:52.629086,6948.308461
2025-05-01T05:26:23.251808,6948.833519
2025-05-01T05:26:53.602690,6949.379083
2025-05-01T05:27:23.923307,6949.982435
2025-05-01T05:27:54.111701,6950.597592
2025-05-01T05:28:24.739439,6951.173603
2025-05-01T05:28:55.452867,6951.694312
2025-05-01T05:29:25.922771,6952.28213
2025-05-01T05:29:56.289899,6952.770527
2025-05-01T05:30:26.465047,6952.935812
2025-05-01T05:30:57.309877,6953.142107
2025-05-01T05:31:29.146464,6953.396248
2025-05-01T05:31:59.336026,6953.536057
2025-05-01T05:32:29.662330,6953.543513
2025-05-01T05:33:00.267184,6953.543513
2025-05-01T05:33:30.667700,6953.543513
2025-05-01T05:34:01.336301,6953.543513
2025-05-01T05:34:32.106332,6953.543513
2025-05-01T05:35:02.831678,6953.543513
2025-05-01T05:35:33.548353,6953.543513
2025-05-01T05:36:03.841155,6953.543513
2025-05-01T05:36:34.039334,6953.543513
2025-05-01T05:37:04.687217,6953.543513
2025-05-01T05:37:34.992124,6953.543513
2025-05-01T05:38:05.850496,6953.543513
2025-05-01T05:38:36.557986,6953.543513
2025-05-01T05:39:06.887414,6953.543513
2025-05-01T05:39:37.316954,6953.543513
2025-05-01T05:40:07.974492,6953.543513
2025-05-01T05:40:38.257420,6953.543513
2025-05-01T05:41:08.688719,6953.543513
2025-05-01T05:41:38.929268,6953.543513
2025-05-01T05:42:09.167140,6953.543513
2025-05-01T05:42:39.367890,6953.543513
2025-05-01T05:43:09.564744,6953.543513
2025-05-01T05:43:40.637421,6953.543513
2025-05-01T05:44:12.092491,6953.543513
2025-05-01T05:44:43.938351,6953.543513
2025-05-01T05:45:14.843569,6953.543513
2025-05-01T05:45:45.093137,6953.543513
2025-05-01T05:46:15.549376,6953.543513
2025-05-01T05:46:45.890724,6953.543513
2025-05-01T05:47:16.442311,6953.560911
2025-05-01T05:47:46.973837,6953.724332
2025-05-01T05:48:17.215897,6953.858548
2025-05-01T05:48:47.567959,6954.181661
2025-05-01T05:49:18.332574,6954.490483
2025-05-01T05:49:49.101357,6954.736546
2025-05-01T05:50:20.003576,6954.886296
2025-05-01T05:50:50.465108,6955.385879
2025-05-01T05:51:20.720374,6955.974939
2025-05-01T05:51:51.362132,6956.549707
2025-05-01T05:52:21.602378,6957.188477
2025-05-01T05:52:52.030912,6957.806741
2025-05-01T05:53:23.069494,6958.446753
2025-05-01T05:53:54.392539,6959.073717
2025-05-01T05:54:24.617760,6959.703787
2025-05-01T05:54:54.826661,6960.322673
2025-05-01T05:55:25.150624,6960.909248
2025-05-01T05:55:55.603206,6961.55361
2025-05-01T05:56:26.640936,6962.193622
2025-05-01T05:56:57.369311,6962.812508
2025-05-01T05:57:27.924494,6963.451277
2025-05-01T05:57:58.813570,6964.09129
2025-05-01T05:58:29.101626,6964.710175
2025-05-01T05:58:59.444505,6965.291157
2025-05-01T05:59:29.681939,6965.823051
2025-05-01T06:00:00.048118,6966.38912
2025-05-01T06:00:30.588870,6966.989365
2025-05-01T06:01:00.791923,6967.611979
2025-05-01T06:01:31.258030,6968.225272
2025-05-01T06:02:01.999114,6968.865285
2025-05-01T06:02:32.736227,6969.479821
2025-05-01T06:03:06.616687,6970.124804
2025-05-01T06:03:37.136753,6970.738719
2025-05-01T06:04:07.641951,6971.263156
2025-05-01T06:04:38.046696,6971.750311
2025-05-01T06:05:08.556583,6972.341235
2025-05-01T06:05:39.655478,6972.958878
2025-05-01T06:06:09.967647,6973.539239
2025-05-01T06:06:41.055977,6974.153154
2025-05-01T06:07:11.295272,6974.733514
2025-05-01T06:07:41.872247,6975.348051
2025-05-01T06:08:12.288317,6975.915984
2025-05-01T06:08:43.942422,6976.466519
2025-05-01T06:09:14.132054,6977.000277
2025-05-01T06:09:45.487634,6977.560754
2025-05-01T06:10:16.141362,6978.010626
2025-05-01T06:10:46.776911,6978.595958
2025-05-01T06:11:17.074151,6979.273253
2025-05-01T06:11:47.932346,6979.993422
2025-05-01T06:12:19.052374,6980.702406
2025-05-01T06:12:49.506766,6981.426925
2025-05-01T06:13:19.980437,6982.127832
2025-05-01T06:13:51.942418,6982.859807
2025-05-01T06:14:22.168427,6983.474965
2025-05-01T06:14:52.434167,6984.139832
2025-05-01T06:15:22.968720,6984.804078
2025-05-01T06:15:56.573619,6985.504985
2025-05-01T06:16:27.453781,6986.030665
2025-05-01T06:16:57.740191,6986.483644
2025-05-01T06:17:28.577415,6986.663221
2025-05-01T06:17:58.785357,6986.663221
2025-05-01T06:18:28.989462,6986.663221
2025-05-01T06:18:59.559876,6986.665085
2025-05-01T06:19:29.937444,6986.880079
